PID,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add
911128010,TA,TA,No,GLQ,967,Unf,0,106,1073,1,0,Detchd,1985,Unf,2,720,TA,TA,NA,0,0,NA,20,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Gd,true,FuseA,1073,0,0,1073,1,0,3,1,TA,6,Typ,0,NA,Y,0,444,0,0,0,NA,8,2007,WD ,Abnorml,140000,65,6565,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,4,6,1957,1980
911128020,TA,TA,No,ALQ,737,Unf,0,100,837,0,0,Detchd,1930,Unf,1,216,TA,Po,NA,0,0,NA,30,C (all),Hip,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,GasA,Ex,true,SBrkr,1001,0,0,1001,1,0,2,1,Gd,5,Typ,0,NA,N,154,0,42,86,0,NA,11,2007,WD ,Normal,124900,60,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,5,9,1930,2007
911128180,TA,TA,No,Unf,0,Unf,0,698,698,0,0,Detchd,1980,RFn,2,528,TA,TA,NA,0,0,NA,50,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,GasA,TA,true,FuseA,698,430,0,1128,1,0,2,1,TA,6,Typ,0,NA,Y,30,0,164,0,0,NA,4,2010,COD,Abnorml,68400,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1.5Fin,4,4,1920,1950
911175360,TA,TA,No,Rec,637,Unf,0,0,637,0,0,CarPort,1994,Unf,1,570,TA,TA,NA,0,0,NA,50,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Gd,true,SBrkr,897,439,0,1336,1,1,3,1,TA,7,Typ,0,NA,Y,0,47,120,0,0,NA,9,2006,COD,Normal,108000,60,11040,Pave,NA,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Normal,1Fam,1.5Fin,4,6,1920,1950
911175410,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,30,C (all),Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Slab,GasA,TA,false,SBrkr,729,0,0,729,1,0,2,1,TA,5,Mod,0,NA,N,0,0,23,0,0,NA,10,2006,WD ,Abnorml,51689,69,12366,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Normal,1Fam,1Story,3,5,1945,1950
911175430,TA,TA,Av,BLQ,50,Unf,0,430,480,1,0,Detchd,1958,Unf,1,308,TA,TA,NA,0,0,NA,20,C (all),Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,GasA,TA,false,FuseA,480,0,0,480,0,0,1,1,TA,4,Typ,0,NA,Y,0,0,0,0,0,NA,10,2006,WD ,Abnorml,35311,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,2,3,1949,1950
911175440,TA,TA,Mn,Unf,0,Unf,0,660,660,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,190,C (all),Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,CBlock,GasA,TA,false,SBrkr,1060,336,0,1396,2,0,4,2,TA,8,Min2,0,NA,Y,0,0,0,0,0,NA,10,2006,WD ,Abnorml,115000,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,2fmCon,1.5Fin,5,6,1951,1951
911202100,TA,TA,Mn,Unf,0,Unf,0,859,859,0,0,Detchd,1964,RFn,1,384,TA,TA,NA,0,0,NA,50,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Stone,GasA,Gd,true,SBrkr,859,319,0,1178,1,0,2,1,TA,7,Typ,0,NA,N,68,0,98,0,0,NA,1,2010,WD ,Abnorml,102776,66,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Normal,1Fam,1.5Fin,4,7,1900,1950
911204090,TA,TA,Av,Unf,0,Unf,0,540,540,0,0,Basment,1952,Unf,2,504,TA,TA,Shed,54,0,NA,20,C (all),Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,GasA,TA,false,FuseA,1044,0,0,1044,1,0,2,1,Fa,4,Typ,0,NA,N,0,0,0,0,0,NA,6,2010,WD ,Alloca,55993,66,8712,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Normal,1Fam,1Story,5,5,1952,1952
911204100,TA,TA,No,Unf,0,Unf,0,756,756,0,0,Detchd,1896,RFn,1,330,TA,TA,NA,0,0,NA,30,C (all),Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,CBlock,GasA,Gd,true,SBrkr,952,0,0,952,1,0,3,1,TA,5,Typ,0,NA,N,0,0,265,0,0,NA,6,2010,WD ,Alloca,50138,66,8712,Grvl,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,4,7,1896,1950
911225110,Fa,Fa,No,Unf,0,Unf,0,216,216,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,50,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,GasA,Fa,false,SBrkr,576,360,0,936,1,0,2,1,TA,6,Typ,0,NA,N,0,0,0,0,0,NA,4,2006,WD ,Normal,78000,60,8520,Grvl,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1.5Fin,3,5,1916,1950
911226010,TA,TA,No,Unf,0,Unf,0,894,894,0,0,Detchd,1994,RFn,3,1248,TA,TA,Shed,560,0,NA,30,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,GasA,TA,true,SBrkr,894,0,0,894,1,0,2,1,TA,6,Typ,0,NA,Y,0,20,0,0,0,NA,8,2008,ConLD,Normal,81000,120,18000,Grvl,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,3,4,1935,1950
911226030,Fa,Fa,Mn,Unf,0,Unf,0,592,592,0,0,Detchd,1920,Unf,1,216,Fa,Fa,NA,0,0,NA,70,C (all),Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Stone,GasA,Ex,true,SBrkr,432,432,0,864,1,1,3,1,Fa,5,Min2,0,NA,N,0,30,160,0,0,NA,6,2008,WD ,Normal,65000,60,9000,Grvl,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,2Story,4,6,1920,1950
911370410,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,1,1,Attchd,2008,Fin,2,482,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,186,Ex,TA,PConc,GasA,Ex,true,SBrkr,1652,0,0,1652,2,0,2,1,Gd,5,Typ,1,Gd,Y,162,53,0,153,0,NA,11,2008,New,Partial,392500,64,5587,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2008,2008
911370430,Ex,TA,Gd,GLQ,1573,Unf,0,0,1573,2,0,Attchd,2005,Fin,2,495,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,473,Gd,TA,PConc,GasA,Ex,true,SBrkr,1778,0,0,1778,2,0,2,1,Ex,5,Typ,1,Gd,Y,123,53,0,0,153,NA,2,2006,New,Partial,375000,41,5748,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2005,2006
911370450,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,1,1,Attchd,2006,Fin,2,495,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,473,Gd,TA,PConc,GasA,Gd,true,SBrkr,1625,0,0,1625,2,0,2,1,Gd,5,Typ,1,Gd,Y,123,0,0,0,153,NA,10,2007,New,Partial,375000,59,5568,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2006,2007
911370460,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,1,1,Attchd,2006,Fin,2,538,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,VinylSd,VinylSd,Stone,481,Gd,TA,PConc,GasA,Ex,true,SBrkr,1625,0,0,1625,2,0,2,1,Gd,5,Typ,1,Gd,Y,123,0,0,0,153,NA,12,2007,WD ,Family,235000,44,4750,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2006,2007
911370490,Ex,TA,Gd,GLQ,1476,Unf,0,120,1596,1,1,Attchd,2007,Fin,2,525,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,186,Ex,TA,PConc,GasA,Ex,true,SBrkr,1648,0,0,1648,2,0,2,1,Ex,5,Typ,1,Gd,Y,162,53,0,153,0,NA,8,2008,New,Partial,294464,44,3843,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2007,2008
911370500,Ex,TA,Gd,GLQ,1476,Unf,0,120,1596,1,1,Attchd,2007,Fin,2,482,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,174,Ex,TA,PConc,GasA,Ex,true,SBrkr,1648,0,0,1648,2,0,2,1,Ex,5,Typ,1,Gd,Y,162,53,0,153,0,NA,6,2009,New,Partial,230000,44,3843,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2007,2008
911370510,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,1,1,Attchd,2004,Fin,2,525,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,186,Gd,TA,PConc,GasA,Ex,true,SBrkr,1646,0,0,1646,2,0,2,1,Gd,5,Typ,1,Gd,Y,128,53,0,0,155,NA,5,2010,WD ,Normal,246000,44,3811,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Normal,TwnhsE,1Story,8,5,2004,2005
911370520,Ex,TA,Gd,GLQ,1474,Unf,0,120,1594,1,1,Attchd,2004,Fin,2,482,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,174,Gd,TA,PConc,GasA,Ex,true,SBrkr,1646,0,0,1646,2,0,2,1,Ex,5,Typ,1,Gd,Y,128,53,0,0,155,NA,7,2008,WD ,Normal,250000,44,3811,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,7,5,2004,2005
911370530,Ex,TA,Gd,GLQ,1564,Unf,0,30,1594,1,1,Attchd,2004,Fin,2,525,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,186,Gd,TA,PConc,GasA,Ex,true,SBrkr,1646,0,0,1646,2,0,2,1,Gd,5,Typ,1,Gd,Y,128,53,0,0,155,NA,12,2006,WD ,Normal,300000,44,3842,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2004,2005
911370540,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,1,1,Attchd,2004,Fin,2,482,TA,TA,NA,0,0,NA,120,RM,Hip,CompShg,CemntBd,CmentBd,Stone,174,Gd,TA,PConc,GasA,Ex,true,SBrkr,1646,0,0,1646,2,0,2,1,Gd,5,Typ,1,Gd,Y,128,53,0,0,155,NA,1,2008,WD ,Normal,275000,44,3842,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Normal,TwnhsE,1Story,8,5,2004,2005
912251110,NA,NA,NA,NA,0,NA,0,0,0,0,0,Detchd,1975,Unf,1,280,TA,TA,NA,0,0,NA,30,I (all),Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,CBlock,GasA,TA,false,FuseA,810,0,0,810,1,0,1,1,TA,4,Min1,0,NA,N,119,24,0,0,0,NA,3,2009,ConLD,Normal,57625,109,21780,Grvl,NA,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Normal,1Fam,1Story,2,4,1910,1950
913350030,Gd,TA,Gd,GLQ,776,Unf,0,849,1625,0,1,Attchd,1979,Fin,2,576,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1625,0,0,1625,2,0,3,1,Fa,6,Typ,1,TA,Y,136,28,0,0,0,NA,9,2006,WD ,Normal,242500,69,23580,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Normal,1Fam,1Story,6,6,1979,1979
914452060,TA,TA,Mn,Unf,0,Unf,0,1664,1664,0,0,2Types,1978,Unf,2,616,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1664,0,0,1664,2,0,4,2,TA,10,Typ,0,NA,Y,0,0,0,0,0,NA,10,2006,WD ,Normal,145000,65,8385,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,Duplex,1Story,6,5,1978,1978
914452090,Gd,TA,Av,GLQ,1001,Unf,0,0,1001,1,0,BuiltIn,1979,RFn,2,486,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,HdBoard,Wd Shng,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1299,0,0,1299,2,0,2,1,Gd,5,Typ,1,Po,Y,84,0,222,0,0,MnPrv,1,2007,WD ,Normal,183500,0,12150,Pave,NA,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,6,1979,1979
914452120,Gd,TA,Av,GLQ,773,Unf,0,115,888,1,0,Attchd,1978,RFn,2,470,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,GasA,Ex,true,SBrkr,912,0,0,912,1,0,2,1,TA,5,Typ,1,TA,Y,0,0,0,0,192,MnPrv,6,2007,WD ,Normal,156000,0,7540,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,6,1978,1978
914452190,TA,TA,No,ALQ,336,Unf,0,748,1084,0,0,Attchd,1983,Unf,2,484,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,GasA,TA,true,SBrkr,1080,0,0,1080,1,1,3,1,TA,5,Typ,0,NA,Y,120,0,158,0,0,NA,6,2007,WD ,Normal,134000,71,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,6,5,1983,1983
914453045,Ex,TA,Mn,GLQ,700,Unf,0,1140,1840,1,0,Attchd,1996,Fin,3,786,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,668,Gd,TA,PConc,GasA,Ex,true,SBrkr,2032,0,0,2032,3,0,3,1,Gd,7,Typ,0,NA,Y,0,46,192,0,0,NA,9,2008,WD ,Normal,300000,0,23730,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,7,5,1996,1997
914460020,Gd,TA,No,GLQ,585,Unf,0,856,1441,0,0,Attchd,2002,Fin,3,650,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,166,Gd,TA,PConc,GasA,Ex,true,SBrkr,1392,0,0,1392,2,0,3,1,Gd,6,Typ,1,Gd,Y,168,49,0,0,0,NA,12,2007,WD ,Normal,215000,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,5,2002,2002
914460110,Gd,TA,No,GLQ,1392,Unf,0,17,1409,1,0,Attchd,2002,RFn,2,576,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1409,0,0,1409,1,1,1,1,Gd,4,Typ,1,Gd,Y,0,144,0,0,145,NA,7,2007,WD ,Normal,245000,44,12864,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1Story,7,5,2002,2002
914465020,Gd,TA,No,ALQ,445,BLQ,250,412,1107,0,0,BuiltIn,2000,Fin,3,642,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1040,1012,0,2052,2,1,3,1,Gd,7,Typ,1,TA,Y,210,91,0,0,0,NA,5,2009,WD ,Normal,251000,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,2Story,8,5,2000,2001
914465040,Ex,TA,No,GLQ,1351,Unf,0,83,1434,1,0,Attchd,2003,RFn,2,670,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1518,631,0,2149,1,1,1,1,Gd,6,Typ,1,Ex,Y,168,43,0,0,198,NA,8,2009,WD ,Abnorml,239686,48,12822,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1.5Fin,7,5,2003,2003
914465055,Ex,TA,Mn,Unf,0,Unf,0,1710,1710,0,0,Attchd,2004,Fin,2,550,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,Stone,108,Gd,TA,PConc,GasA,Ex,true,SBrkr,1710,0,0,1710,2,0,3,1,Gd,7,Typ,1,Gd,Y,100,48,0,0,180,NA,4,2009,WD ,Normal,240000,43,12118,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1Story,7,5,2004,2005
914465060,Gd,TA,No,GLQ,1218,Unf,0,350,1568,1,0,Attchd,2002,RFn,3,857,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,GasA,Ex,true,SBrkr,1689,0,0,1689,2,0,3,1,Gd,7,Typ,2,Gd,Y,150,59,0,0,0,NA,7,2008,WD ,Normal,271000,0,13265,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1Story,8,5,2002,2002
914467040,Gd,TA,No,GLQ,615,Unf,0,434,1049,1,0,Attchd,1998,Unf,3,741,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1036,880,0,1916,2,1,3,1,Gd,8,Typ,1,TA,Y,0,70,0,0,0,NA,5,2010,WD ,Normal,254900,85,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,2Story,8,5,1998,1999
914467050,Gd,TA,Mn,Unf,0,Unf,0,910,910,0,0,Attchd,1996,Unf,3,816,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,Ex,true,SBrkr,910,910,0,1820,2,1,3,1,Gd,8,Typ,1,TA,Y,318,32,0,0,0,NA,9,2008,WD ,Normal,213000,0,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,2Story,7,5,1996,1997
914474020,Ex,TA,No,Unf,0,Unf,0,1491,1491,0,0,Attchd,2001,RFn,2,490,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,Ex,true,SBrkr,1491,0,0,1491,2,0,3,1,Gd,7,Typ,0,NA,Y,120,100,0,0,0,NA,5,2006,WD ,Normal,209000,70,9116,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,8,5,2001,2001
914474070,Ex,TA,No,ALQ,690,Unf,0,114,804,1,0,BuiltIn,2001,Fin,2,560,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,Ex,true,SBrkr,804,1157,0,1961,2,1,3,1,Gd,7,Typ,1,TA,Y,125,192,0,0,0,NA,6,2009,WD ,Normal,215000,71,12209,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,2Story,6,5,2001,2002
914475010,TA,TA,Av,ALQ,767,Unf,0,135,902,1,0,Attchd,1977,Unf,1,351,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,Ex,true,SBrkr,926,0,0,926,1,0,2,1,TA,5,Typ,1,TA,Y,319,0,0,0,0,MnPrv,4,2009,WD ,Normal,156450,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,6,1977,1977
914475020,TA,TA,Av,ALQ,522,Unf,0,574,1096,1,0,Attchd,1977,Fin,1,358,TA,TA,NA,0,576,Gd,80,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1118,0,0,1118,1,0,3,1,TA,6,Typ,1,Po,Y,203,0,0,0,0,GdPrv,7,2008,WD ,Normal,171000,76,9880,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,SLvl,6,6,1977,1977
914475030,Gd,TA,Av,GLQ,841,LwQ,116,0,957,1,0,Attchd,1977,RFn,2,541,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1287,0,0,1287,1,1,2,1,TA,5,Typ,2,Fa,Y,302,39,0,0,120,GdWo,11,2009,WD ,Normal,173000,72,9360,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,7,1977,1977
914475090,TA,TA,No,ALQ,679,Unf,0,564,1243,0,1,Attchd,1977,Unf,2,473,TA,TA,Shed,80,0,NA,80,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1285,0,0,1285,2,0,3,1,Gd,6,Typ,1,Fa,Y,375,26,0,0,0,GdPrv,5,2010,WD ,Normal,190000,74,9620,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,SLvl,6,7,1977,1977
914476010,TA,TA,No,ALQ,641,LwQ,279,276,1196,0,1,Detchd,1980,Unf,2,473,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1279,0,0,1279,2,0,3,1,TA,6,Typ,2,Fa,Y,238,83,0,0,0,MnPrv,2,2008,WD ,Normal,171500,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,6,6,1977,1977
914476020,NA,NA,NA,NA,0,NA,0,0,0,0,0,Attchd,1977,Unf,2,539,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1302,432,0,1734,2,0,4,2,Gd,8,Typ,0,NA,Y,0,0,0,0,0,NA,8,2009,COD,Normal,126000,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,Duplex,1.5Fin,5,5,1977,1977
914476050,Gd,TA,Gd,GLQ,975,Unf,0,0,975,1,0,Attchd,1977,Unf,2,504,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,GasA,TA,true,SBrkr,1004,0,0,1004,1,0,2,1,TA,4,Typ,0,NA,Y,0,0,0,0,0,NA,5,2006,WD ,Normal,135000,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,Duplex,SFoyer,6,5,1977,1977
914476080,NA,NA,NA,NA,0,NA,0,0,0,0,0,Attchd,1976,Unf,2,484,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,936,936,0,1872,2,2,4,2,TA,8,Typ,0,NA,Y,0,0,0,0,0,NA,11,2008,WD ,Abnorml,100000,76,10260,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,Duplex,2Story,5,4,1976,1976
914476130,TA,TA,Av,GLQ,576,Unf,0,552,1128,1,0,Attchd,1975,Unf,2,528,TA,TA,NA,0,0,NA,80,RL,Gable,CompShg,Plywood,Plywood,BrkFace,257,TA,TA,CBlock,GasA,TA,true,SBrkr,1210,0,0,1210,2,0,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,5,2006,WD ,Normal,148000,140,11080,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,SLvl,6,6,1975,1975
914476330,Gd,TA,No,GLQ,1239,Unf,0,215,1454,1,0,Attchd,1991,Unf,2,506,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,GasA,TA,true,SBrkr,1478,0,0,1478,2,0,3,1,TA,6,Typ,1,TA,Y,114,22,0,0,0,NA,5,2007,WD ,Normal,210000,0,9928,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1Story,7,5,1991,1992
914476380,Gd,TA,Av,GLQ,611,Unf,0,577,1188,1,0,Attchd,1990,Unf,2,497,TA,TA,NA,0,0,NA,80,RL,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,GasA,Ex,true,SBrkr,1217,0,0,1217,2,0,3,1,Gd,6,Typ,0,NA,Y,168,27,0,0,0,GdPrv,6,2009,WD ,Normal,173000,0,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,SLvl,7,5,1990,1991
